#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
gi|50119031|ref|YP_048198.1|	1_2118	169	168	99	100	168	79.76	  295
gi|50119032|ref|YP_048199.1|	1_4119	378	372	98	99	373	72.12	  535
gi|50119033|ref|YP_048200.1|	1_4118	344	346	100	100	346	78.03	  535
gi|50119034|ref|YP_048201.1|	1_4117	565	559	96	99	557	78.82	  867
gi|50119035|ref|YP_048202.1|	1_4116	286	254	87	98	250	82.80	  404
gi|50119036|ref|YP_048203.1|	1_4114	314	313	97	97	304	80.59	  423
gi|50119037|ref|YP_048204.1|	1_4113	545	547	100	100	547	82.63	  904
gi|50119038|ref|YP_048205.1|	1_130	400	374	94	99	375	48.27	  356
gi|161501886|ref|YP_048206.2|	1_4109	320	320	100	100	320	75.00	  476
gi|50119041|ref|YP_048208.1|	1_2120	650	665	100	100	669	58.89	  753
gi|50119042|ref|YP_048209.1|	1_4108	147	151	95	93	140	60.71	  180
gi|50119043|ref|YP_048210.1|	1_4107	187	186	99	100	186	79.57	  327
gi|50119045|ref|YP_048212.1|	1_4105	304	304	100	100	304	96.38	  620
gi|50119046|ref|YP_048213.1|	1_4104	689	694	100	100	694	88.18	 1235
gi|50119047|ref|YP_048214.1|	1_4090	234	235	97	97	227	56.39	  275
gi|50119048|ref|YP_048215.1|	1_4089	635	635	100	100	636	85.22	 1038
gi|50119049|ref|YP_048216.1|	1_4088	382	383	100	99	382	82.72	  625
gi|50119050|ref|YP_048217.1|	1_4087	200	176	88	100	176	80.11	  268
gi|50119052|ref|YP_048219.1|	1_4086	630	628	100	100	632	61.08	  709
gi|50119053|ref|YP_048220.1|	1_4085	208	208	100	100	208	86.54	  379
gi|50119054|ref|YP_048221.1|	1_4084	277	284	95	93	263	80.61	  436
gi|50119055|ref|YP_048222.1|	1_4083	511	512	100	100	512	84.57	  919
gi|50119057|ref|YP_048224.1|	1_4082	485	486	100	99	485	81.03	  750
gi|50119058|ref|YP_048225.1|	1_4081	439	439	100	100	439	87.24	  818
gi|50119059|ref|YP_048226.1|	1_4080	332	331	99	100	331	86.71	  594
gi|50119060|ref|YP_048227.1|	1_4079	513	513	100	100	513	86.16	  907
gi|50119061|ref|YP_048228.1|	1_4078	393	394	99	99	393	83.97	  611
gi|50119062|ref|YP_048229.1|	1_4077	392	415	99	94	391	88.75	  727
gi|50119063|ref|YP_048230.1|	1_4076	191	191	100	100	191	86.91	  352
gi|50119065|ref|YP_048232.1|	1_4073	448	449	100	100	450	91.11	  859
gi|50119066|ref|YP_048233.1|	1_4039	216	212	98	100	212	61.79	  284
gi|50119068|ref|YP_048235.1|	1_1733	398	433	97	90	391	69.31	  558
gi|161501885|ref|YP_048236.2|	1_1734	113	113	97	97	110	74.55	  170
gi|50119071|ref|YP_048238.1|	1_2704	342	329	97	98	342	26.90	77.4
gi|50119089|ref|YP_048256.1|	1_385	100	112	91	83	93	52.69	82.0
gi|50119091|ref|YP_048258.1|	1_4025	287	287	100	100	287	86.41	  506
gi|50119092|ref|YP_048259.1|	1_4024	302	302	100	100	302	77.81	  483
gi|50119093|ref|YP_048260.1|	1_4014	315	319	99	99	318	78.30	  511
gi|50119094|ref|YP_048261.1|	1_4013	273	273	100	100	273	81.32	  464
gi|50119095|ref|YP_048262.1|	1_4012	360	352	96	99	347	85.01	  584
gi|50119096|ref|YP_048263.1|	1_4011	299	300	100	100	300	86.67	  491
gi|50119097|ref|YP_048264.1|	1_4010	306	306	100	100	306	89.54	  535
gi|50119098|ref|YP_048265.1|	1_4009	513	518	99	98	508	85.83	  880
gi|50119099|ref|YP_048266.1|	1_4008	619	550	86	97	534	85.39	  949
gi|50119100|ref|YP_048267.1|	1_4006	322	321	99	100	321	70.40	  448
gi|50119101|ref|YP_048268.1|	1_4002	238	238	100	100	238	90.34	  427
gi|50119102|ref|YP_048269.1|	1_4001	213	213	100	100	213	88.73	  397
gi|50119103|ref|YP_048270.1|	1_4000	198	198	99	99	197	93.40	  352
gi|50119104|ref|YP_048271.1|	1_3999	152	152	99	99	151	89.40	  283
gi|50119105|ref|YP_048272.1|	1_3998	425	428	97	99	428	76.64	  637
gi|50119106|ref|YP_048273.1|	1_3997	221	221	100	100	221	77.83	  358
gi|50119107|ref|YP_048274.1|	1_3996	78	78	100	100	78	96.15	  157
gi|50119108|ref|YP_048275.1|	1_3995	55	55	100	100	55	94.55	  106
gi|50119109|ref|YP_048276.1|	1_3994	269	269	99	99	268	83.58	  461
gi|50119111|ref|YP_048278.1|	1_3992	159	159	99	99	158	82.28	  278
gi|50119112|ref|YP_048279.1|	1_3990	425	427	100	99	425	74.82	  674
gi|50119114|ref|YP_048281.1|	1_3991	255	263	98	94	251	64.94	  346
gi|50119120|ref|YP_048287.1|	1_3986	372	372	83	84	324	25.93	98.2
gi|50119121|ref|YP_048288.1|	1_3985	356	361	96	97	355	32.96	  180
gi|50119123|ref|YP_048290.1|	1_3987	427	400	48	59	254	23.23	29.3
gi|50119124|ref|YP_048291.1|	1_3984	327	323	91	92	296	81.76	  491
gi|50119125|ref|YP_048292.1|	1_3983	355	350	97	98	343	83.38	  600
gi|50119126|ref|YP_048293.1|	1_3982	310	310	99	99	308	90.26	  587
gi|50119127|ref|YP_048294.1|	1_3981	398	398	99	99	397	79.35	  630
gi|50119128|ref|YP_048295.1|	1_3980	361	341	94	100	341	82.11	  601
gi|50119129|ref|YP_048296.1|	1_3979	315	301	90	96	290	71.72	  421
gi|50119130|ref|YP_048297.1|	1_3978	433	424	94	96	409	77.26	  553
gi|50119131|ref|YP_048298.1|	1_3977	143	143	100	100	143	82.52	  248
gi|50119132|ref|YP_048299.1|	1_3976	158	156	96	97	152	88.16	  282
gi|50119133|ref|YP_048300.1|	1_3975	339	339	100	100	339	91.15	  640
gi|50119134|ref|YP_048301.1|	1_3974	273	273	100	100	273	90.84	  512
gi|50119135|ref|YP_048302.1|	1_3973	217	206	79	78	160	75.00	  276
gi|50119139|ref|YP_048306.1|	1_3972	299	299	100	100	299	76.92	  467
gi|50119140|ref|YP_048307.1|	1_3971	311	312	99	99	308	90.91	  575
gi|50119141|ref|YP_048308.1|	1_3970	754	755	99	99	753	91.10	 1405
gi|50119142|ref|YP_048309.1|	1_3406	542	563	99	97	546	65.93	  686
gi|50119144|ref|YP_048311.1|	1_3969	275	275	99	99	274	73.36	  432
gi|50119145|ref|YP_048312.1|	1_3968	256	253	98	99	252	83.73	  442
gi|50119146|ref|YP_048313.1|	1_3967	260	260	95	100	246	70.33	  352
gi|50119147|ref|YP_048314.1|	1_3964	879	879	100	100	879	88.62	 1600
gi|50119151|ref|YP_048318.1|	1_3963	383	383	100	100	383	86.68	  687
gi|50119152|ref|YP_048319.1|	1_3962	334	334	100	100	334	88.32	  618
gi|50119153|ref|YP_048320.1|	1_3961	257	257	100	100	257	90.27	  459
gi|50119154|ref|YP_048321.1|	1_3960	457	278	58	96	266	92.11	  487
gi|50119155|ref|YP_048322.1|	1_3958	509	510	95	95	483	79.30	  739
gi|50119156|ref|YP_048323.1|	1_3957	251	265	100	95	251	86.85	  462
gi|50119157|ref|YP_048324.1|	1_3956	207	202	99	99	205	65.85	  262
gi|50119158|ref|YP_048325.1|	1_3955	546	545	100	100	546	86.26	  945
gi|50119159|ref|YP_048326.1|	1_3954	86	84	100	100	86	77.91	  130
gi|50119160|ref|YP_048327.1|	1_3953	197	190	74	69	147	68.03	  183
gi|50119161|ref|YP_048328.1|	1_3952	251	255	99	97	248	89.92	  443
gi|50119162|ref|YP_048329.1|	1_3951	260	264	99	98	258	77.52	  425
gi|50119163|ref|YP_048330.1|	1_3950	340	340	100	100	340	88.53	  618
gi|50119164|ref|YP_048331.1|	1_3949	162	162	100	100	162	82.72	  283
gi|50119165|ref|YP_048332.1|	1_3948	498	495	98	99	490	92.04	  943
gi|50119166|ref|YP_048333.1|	1_3947	233	233	100	100	233	81.12	  400
gi|50119167|ref|YP_048334.1|	1_3941	387	198	49	96	188	86.91	  338
gi|50119168|ref|YP_048335.1|	1_3940	729	729	100	100	729	71.60	 1082
gi|50119169|ref|YP_048336.1|	1_3939	443	447	100	99	443	79.23	  759
gi|50119170|ref|YP_048337.1|	1_3938	203	204	99	99	202	66.34	  286
gi|50119171|ref|YP_048338.1|	1_3937	483	483	100	100	483	89.86	  841
gi|50119172|ref|YP_048339.1|	1_3936	179	179	99	99	177	79.66	  310
gi|50119173|ref|YP_048340.1|	1_186	345	345	100	100	345	64.35	  470
gi|50119174|ref|YP_048341.1|	1_187	319	319	99	99	318	78.30	  515
gi|50119175|ref|YP_048342.1|	1_188	316	316	100	100	316	89.24	  588
gi|50119177|ref|YP_048344.1|	1_191	127	127	100	100	127	90.55	  229
gi|50119178|ref|YP_048345.1|	1_192	181	181	100	100	181	97.24	  358
gi|50119179|ref|YP_048346.1|	1_193	142	142	100	100	142	94.37	  271
gi|50119180|ref|YP_048347.1|	1_194	234	234	100	100	234	95.30	  423
gi|50119181|ref|YP_048348.1|	1_195	165	165	100	100	165	96.97	  320
gi|50119182|ref|YP_048349.1|	1_196	121	122	100	100	122	90.16	  174
gi|50119183|ref|YP_048350.1|	1_197	1342	1342	100	100	1342	95.01	 2633
gi|50119184|ref|YP_048351.1|	1_198	1407	1407	100	100	1407	94.60	 2679
gi|50119185|ref|YP_048352.1|	1_68	465	450	90	96	424	42.49	  334
gi|50119187|ref|YP_048354.1|	1_202	478	478	98	98	469	67.16	  653
gi|50119188|ref|YP_048355.1|	1_208	373	393	99	94	369	87.26	  677
gi|50119189|ref|YP_048356.1|	1_209	261	259	98	99	257	83.27	  434
gi|50119190|ref|YP_048357.1|	1_210	66	66	100	100	66	66.67	94.4
gi|50119191|ref|YP_048358.1|	1_211	259	249	96	99	248	76.61	  368
gi|50119192|ref|YP_048359.1|	1_212	213	211	97	98	207	84.06	  341
gi|50119193|ref|YP_048360.1|	1_213	664	655	99	99	663	86.88	 1219
gi|50119194|ref|YP_048361.1|	1_214	153	149	100	100	153	54.90	  147
gi|50119195|ref|YP_048362.1|	1_215	260	257	97	98	253	79.05	  426
gi|50119196|ref|YP_048363.1|	1_216	354	357	99	99	353	91.78	  682
gi|50119197|ref|YP_048364.1|	1_218	196	196	100	100	196	86.22	  363
gi|50119198|ref|YP_048365.1|	1_219	90	90	100	100	90	98.89	  178
gi|50119199|ref|YP_048366.1|	1_220	228	236	99	98	231	58.44	  268
gi|50119200|ref|YP_048367.1|	1_221	428	429	99	99	427	84.78	  755
gi|50119201|ref|YP_048368.1|	1_222	529	529	100	100	529	91.12	 1005
gi|50119202|ref|YP_048369.1|	1_224	253	253	100	100	253	92.09	  497
gi|50119203|ref|YP_048370.1|	1_225	364	364	100	100	364	82.42	  573
gi|50119204|ref|YP_048371.1|	1_226	392	392	100	100	392	80.87	  600
gi|50119205|ref|YP_048372.1|	1_227	341	343	100	99	341	90.32	  660
gi|50119206|ref|YP_048373.1|	1_229	221	221	100	100	221	86.88	  390
gi|50119207|ref|YP_048374.1|	1_230	255	256	100	100	256	84.77	  442
gi|50119209|ref|YP_048376.1|	1_1025	136	164	84	63	114	34.21	62.4
gi|50119211|ref|YP_048378.1|	1_231	392	380	97	99	380	71.05	  568
gi|50119213|ref|YP_048380.1|	1_2349	156	125	40	50	63	44.44	59.3
gi|50119215|ref|YP_048382.1|	1_237	98	98	100	100	98	98.98	  197
gi|50119216|ref|YP_048383.1|	1_238	321	321	100	100	321	93.15	  625
gi|50119218|ref|YP_048385.1|	1_239	295	295	99	99	292	88.70	  539
gi|50119219|ref|YP_048386.1|	1_240	483	483	100	100	483	84.68	  755
gi|50119220|ref|YP_048387.1|	1_242	447	447	100	100	447	94.41	  831
gi|50119221|ref|YP_048388.1|	1_243	155	154	100	100	155	86.45	  232
gi|50119222|ref|YP_048389.1|	1_244	150	150	100	100	150	87.33	  240
gi|50119223|ref|YP_048390.1|	1_245	199	199	100	100	199	77.39	  268
gi|50119224|ref|YP_048391.1|	1_246	333	333	100	100	333	82.58	  581
gi|50119225|ref|YP_048392.1|	1_247	325	328	99	99	324	77.16	  523
gi|50119226|ref|YP_048393.1|	1_248	645	648	99	99	645	70.23	  933
gi|50119227|ref|YP_048394.1|	1_249	347	347	100	100	347	96.83	  674
gi|50119228|ref|YP_048395.1|	1_250	327	378	97	87	318	83.59	  501
gi|50119229|ref|YP_048396.1|	1_251	162	162	100	100	162	89.51	  275
gi|50119230|ref|YP_048397.1|	1_252	197	197	99	99	196	69.39	  253
gi|50119231|ref|YP_048398.1|	1_253	489	489	100	100	489	92.84	  928
gi|50119232|ref|YP_048399.1|	1_254	1276	1284	99	99	1274	65.46	 1769
gi|50119233|ref|YP_048400.1|	1_255	481	481	100	100	481	88.57	  850
gi|50119236|ref|YP_048403.1|	1_256	311	314	99	98	308	86.69	  569
gi|50119237|ref|YP_048404.1|	1_257	67	67	100	100	67	82.09	  108
gi|50119238|ref|YP_048405.1|	1_258	321	315	96	97	307	76.22	  471
gi|50119239|ref|YP_048406.1|	1_259	662	650	98	99	650	72.24	  914
gi|50119241|ref|YP_048408.1|	1_262	183	182	99	99	181	82.32	  290
gi|50119242|ref|YP_048409.1|	1_263	446	446	99	99	445	88.09	  793
gi|50119243|ref|YP_048410.1|	1_264	136	136	100	100	136	79.41	  223
gi|50119244|ref|YP_048411.1|	1_265	90	90	100	100	90	87.78	  159
gi|50119245|ref|YP_048412.1|	1_266	285	284	99	99	283	95.05	  559
gi|50119246|ref|YP_048413.1|	1_267	157	156	96	97	151	88.74	  281
gi|50119247|ref|YP_048414.1|	1_268	95	95	100	100	95	85.26	  167
gi|50119248|ref|YP_048415.1|	1_269	477	477	100	100	477	89.94	  880
gi|50119249|ref|YP_048416.1|	1_270	241	241	100	100	241	94.19	  460
gi|50119250|ref|YP_048417.1|	1_271	190	192	91	91	175	73.14	  267
gi|50119251|ref|YP_048418.1|	1_272	188	189	99	98	189	68.78	  245
gi|50119252|ref|YP_048419.1|	1_273	188	188	100	100	188	80.85	  317
gi|50119253|ref|YP_048420.1|	1_274	357	328	91	99	324	85.49	  565
gi|50119254|ref|YP_048421.1|	1_275	322	320	99	100	321	77.57	  480
gi|50119255|ref|YP_048422.1|	1_276	270	269	99	99	269	84.39	  441
gi|50119256|ref|YP_048423.1|	1_277	260	260	100	100	260	90.38	  469
gi|50119257|ref|YP_048424.1|	1_278	188	214	88	77	165	86.06	  301
gi|50119258|ref|YP_048425.1|	1_279	209	210	99	99	208	80.29	  353
gi|50119259|ref|YP_048426.1|	1_280	96	100	99	96	96	63.54	  122
gi|50119260|ref|YP_048427.1|	1_281	84	84	100	100	84	84.52	  155
gi|50119261|ref|YP_048428.1|	1_282	420	420	100	100	420	92.86	  795
gi|50119262|ref|YP_048429.1|	1_283	365	374	99	94	364	65.11	  461
gi|50119263|ref|YP_048430.1|	1_284	456	456	100	100	456	87.94	  795
gi|50119264|ref|YP_048431.1|	1_285	134	134	100	100	134	85.82	  247
gi|50119265|ref|YP_048432.1|	1_286	383	376	98	98	370	79.73	  621
gi|50119266|ref|YP_048433.1|	1_288	142	142	100	100	142	94.37	  281
gi|50119267|ref|YP_048434.1|	1_289	130	130	100	100	130	96.92	  254
gi|50119268|ref|YP_048435.1|	1_290	213	213	100	100	213	92.96	  409
gi|50119269|ref|YP_048436.1|	1_291	167	165	83	100	141	76.92	  221
gi|50119270|ref|YP_048437.1|	1_3171	257	257	100	100	257	81.32	  414
gi|50119271|ref|YP_048438.1|	1_293	472	472	100	100	472	90.89	  905
gi|161501884|ref|YP_048439.2|	1_294	1486	1486	100	100	1486	91.18	 2844
gi|50119273|ref|YP_048440.1|	1_295	309	314	99	98	307	82.08	  541
gi|50119274|ref|YP_048441.1|	1_296	789	660	83	98	653	86.83	 1125
gi|50119276|ref|YP_048443.1|	1_298	217	217	100	100	217	76.96	  349
gi|50119277|ref|YP_048444.1|	1_299	245	249	96	95	236	72.88	  367
gi|50119278|ref|YP_048445.1|	1_300	430	434	99	97	426	60.33	  539
gi|50119279|ref|YP_048446.1|	1_301	190	191	99	99	190	83.16	  305
gi|50119280|ref|YP_048447.1|	1_302	196	196	100	100	196	95.41	  386
gi|50119281|ref|YP_048448.1|	1_303	80	93	96	83	77	71.43	  121
gi|50119282|ref|YP_048449.1|	1_304	672	696	99	99	695	60.86	  821
gi|50119283|ref|YP_048450.1|	1_305	295	241	79	96	232	87.50	  422
gi|50119286|ref|YP_048453.1|	1_307	261	262	99	99	261	79.31	  437
gi|50119287|ref|YP_048454.1|	1_308	386	386	100	100	386	79.27	  645
gi|50119288|ref|YP_048455.1|	1_309	224	253	98	82	211	62.67	  254
gi|161501883|ref|YP_048456.2|	1_310	464	470	97	99	452	78.02	  703
gi|50119290|ref|YP_048457.1|	1_311	210	211	100	99	210	87.62	  372
gi|50119291|ref|YP_048458.1|	1_312	144	140	97	99	139	79.86	  238
gi|50119292|ref|YP_048459.1|	1_313	275	275	100	100	275	79.64	  439
gi|50119293|ref|YP_048460.1|	1_314	193	193	100	100	193	80.83	  336
gi|50119294|ref|YP_048461.1|	1_315	631	631	100	100	631	92.55	 1216
gi|50119295|ref|YP_048462.1|	1_316	298	298	100	100	298	71.81	  442
gi|50119296|ref|YP_048463.1|	1_317	193	193	100	100	193	83.42	  343
gi|50119304|ref|YP_048471.1|	1_318	756	758	100	100	758	84.96	 1326
gi|50119305|ref|YP_048472.1|	1_319	245	245	100	100	245	77.96	  411
gi|50119306|ref|YP_048473.1|	1_320	471	472	99	99	466	78.11	  776
gi|50119307|ref|YP_048474.1|	1_1477	245	239	90	94	238	31.09	74.3
gi|50119308|ref|YP_048475.1|	1_321	275	281	99	97	273	78.02	  461
gi|50119309|ref|YP_048476.1|	1_322	387	387	100	100	387	81.40	  632
gi|50119311|ref|YP_048478.1|	1_323	321	355	96	87	308	64.61	  406
gi|50119312|ref|YP_048479.1|	1_324	219	219	100	100	219	81.28	  357
gi|50119313|ref|YP_048480.1|	1_325	396	397	99	99	394	82.99	  705
gi|50119317|ref|YP_048484.1|	1_326	304	312	80	88	242	71.96	  389
gi|50119318|ref|YP_048485.1|	1_327	141	139	98	99	138	76.81	  226
gi|50119319|ref|YP_048486.1|	1_328	339	346	100	98	339	84.96	  614
gi|50119320|ref|YP_048487.1|	1_329	469	472	100	100	472	77.12	  779
gi|50119321|ref|YP_048488.1|	1_330	456	456	99	99	455	91.65	  796
gi|50119322|ref|YP_048489.1|	1_331	511	538	100	99	539	74.58	  780
gi|50119323|ref|YP_048490.1|	1_332	311	307	97	99	303	71.62	  444
gi|50119327|ref|YP_048494.1|	1_2040	152	163	95	96	156	33.33	85.5
gi|50119328|ref|YP_048495.1|	1_3799	450	456	55	62	291	26.80	47.0
gi|50119330|ref|YP_048497.1|	1_785	148	177	89	75	132	30.30	66.6
gi|50119331|ref|YP_048498.1|	1_334	164	150	87	95	143	67.83	  218
gi|50119332|ref|YP_048499.1|	1_1473	217	222	96	95	217	35.02	  110
gi|50119333|ref|YP_048500.1|	1_335	154	154	100	100	154	76.62	  255
gi|50119334|ref|YP_048501.1|	1_336	712	712	100	100	712	91.15	 1372
gi|50119335|ref|YP_048502.1|	1_345	245	244	98	99	241	85.06	  431
gi|50119336|ref|YP_048503.1|	1_346	273	273	97	97	265	77.74	  426
gi|50119337|ref|YP_048504.1|	1_347	309	309	100	100	309	88.67	  569
gi|50119338|ref|YP_048505.1|	1_348	476	479	100	99	476	91.60	  916
gi|50119339|ref|YP_048506.1|	1_349	128	128	99	99	127	85.83	  223
gi|50119340|ref|YP_048507.1|	1_350	154	154	98	98	151	91.39	  285
gi|50119341|ref|YP_048508.1|	1_351	311	311	100	100	311	89.71	  581
gi|50119342|ref|YP_048509.1|	1_352	155	155	99	99	154	89.61	  287
gi|50119343|ref|YP_048510.1|	1_355	335	338	99	99	334	86.53	  624
gi|50119344|ref|YP_048511.1|	1_356	141	142	82	81	115	89.57	  172
gi|50119345|ref|YP_048512.1|	1_357	167	167	100	100	167	72.46	  254
gi|50119348|ref|YP_048515.1|	1_360	359	355	97	98	349	77.94	  570
gi|50119349|ref|YP_048516.1|	1_361	539	539	97	97	522	80.08	  771
gi|50119360|ref|YP_048527.1|	1_362	951	952	100	100	952	91.18	 1816
gi|50119361|ref|YP_048528.1|	1_363	149	149	100	100	149	87.25	  274
gi|50119362|ref|YP_048529.1|	1_364	503	502	100	100	503	94.63	  971
gi|50119363|ref|YP_048530.1|	1_365	371	372	100	100	372	75.27	  495
gi|50119364|ref|YP_048531.1|	1_366	358	356	100	100	358	82.12	  569
gi|50119371|ref|YP_048538.1|	1_2878	373	373	100	100	373	88.20	  678
gi|50119374|ref|YP_048541.1|	1_1680	372	368	76	87	297	21.57	34.7
gi|50119375|ref|YP_048542.1|	1_1683	332	408	98	80	325	24.00	87.8
gi|50119376|ref|YP_048543.1|	1_1731	473	481	68	68	347	23.63	48.1
gi|50119383|ref|YP_048550.1|	1_392	263	258	98	99	261	67.43	  349
gi|50119385|ref|YP_048552.1|	1_2934	649	647	98	98	637	52.75	  598
gi|50119386|ref|YP_048553.1|	1_1010	903	903	96	94	865	53.36	  935
gi|50119387|ref|YP_048554.1|	1_424	525	565	98	92	515	71.18	  710
gi|50119388|ref|YP_048555.1|	1_425	104	104	99	99	103	76.70	  176
gi|50119389|ref|YP_048556.1|	1_426	274	275	100	99	274	87.23	  508
gi|50119390|ref|YP_048557.1|	1_427	420	418	99	100	418	85.41	  750
gi|50119391|ref|YP_048558.1|	1_428	496	490	97	99	483	70.19	  683
gi|50119392|ref|YP_048559.1|	1_429	279	278	98	99	274	82.12	  434
gi|50119393|ref|YP_048560.1|	1_430	284	284	97	97	275	78.91	  434
gi|50119395|ref|YP_048562.1|	1_2350	83	73	60	67	50	34.00	35.4
gi|50119396|ref|YP_048563.1|	1_431	569	566	97	96	550	77.08	  854
gi|50119397|ref|YP_048564.1|	1_432	288	305	99	94	286	81.12	  404
gi|50119398|ref|YP_048565.1|	1_433	319	321	100	99	320	81.88	  471
gi|50119399|ref|YP_048566.1|	1_434	537	542	99	98	530	76.42	  846
gi|50119400|ref|YP_048567.1|	1_435	204	180	80	95	165	35.75	  101
gi|50119402|ref|YP_048569.1|	1_826	160	180	97	86	155	83.87	  246
gi|50119408|ref|YP_048575.1|	1_437	403	403	99	99	399	81.20	  638
gi|50119409|ref|YP_048576.1|	1_438	392	392	100	100	392	70.15	  566
gi|50119410|ref|YP_048577.1|	1_439	441	442	99	99	436	81.65	  760
gi|50119411|ref|YP_048578.1|	1_440	195	194	100	100	195	80.51	  312
gi|50119412|ref|YP_048579.1|	1_441	109	109	100	100	109	94.50	  210
gi|50119413|ref|YP_048580.1|	1_442	208	204	78	97	162	73.50	  252
gi|50119414|ref|YP_048581.1|	1_443	417	418	98	98	410	88.54	  778
gi|50119415|ref|YP_048582.1|	1_444	460	461	100	100	461	93.06	  841
gi|50119416|ref|YP_048583.1|	1_445	325	325	99	99	324	83.95	  561
gi|50119417|ref|YP_048584.1|	1_446	231	226	92	94	213	76.06	  344
gi|50119418|ref|YP_048585.1|	1_448	300	90	22	99	67	34.78	52.0
gi|50119419|ref|YP_048586.1|	1_450	529	529	100	100	529	91.30	 1016
gi|50119420|ref|YP_048587.1|	1_451	202	206	100	99	205	65.37	  253
gi|50119421|ref|YP_048588.1|	1_452	53	53	100	100	53	86.79	63.5
