#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
gi|50119050|ref|YP_048217.1|	1_53	200	176	88	100	176	80.68	  274
gi|50119052|ref|YP_048219.1|	1_54	630	628	99	99	628	59.71	  687
gi|50119053|ref|YP_048220.1|	1_55	208	208	100	100	208	85.58	  374
gi|50119054|ref|YP_048221.1|	1_56	277	272	97	99	270	79.63	  434
gi|50119055|ref|YP_048222.1|	1_57	511	511	98	98	500	86.80	  924
gi|50119057|ref|YP_048224.1|	1_58	485	486	100	99	485	81.24	  757
gi|50119058|ref|YP_048225.1|	1_59	439	439	100	100	439	87.47	  816
gi|50119059|ref|YP_048226.1|	1_60	332	331	99	100	331	86.10	  593
gi|50119060|ref|YP_048227.1|	1_61	513	513	100	100	513	85.58	  900
gi|50119061|ref|YP_048228.1|	1_62	393	394	99	99	393	83.21	  605
gi|50119062|ref|YP_048229.1|	1_63	392	409	99	96	391	88.24	  725
gi|50119063|ref|YP_048230.1|	1_64	191	191	100	100	191	86.39	  350
gi|50119064|ref|YP_048231.1|	1_2126	70	92	33	25	23	52.17	30.0
gi|50119065|ref|YP_048232.1|	1_67	448	449	100	100	450	91.11	  859
gi|50119066|ref|YP_048233.1|	1_100	216	212	98	100	212	61.79	  286
gi|50119068|ref|YP_048235.1|	1_2412	398	434	97	90	391	68.29	  553
gi|161501885|ref|YP_048236.2|	1_2411	113	113	100	100	113	74.34	  174
gi|50119071|ref|YP_048238.1|	1_3300	342	324	96	95	340	24.71	63.9
gi|50119088|ref|YP_048255.1|	1_854	416	448	9	9	39	46.15	42.7
gi|50119089|ref|YP_048256.1|	1_3572	100	112	100	92	103	50.49	81.6
gi|50119091|ref|YP_048258.1|	1_3894	287	287	100	100	287	87.46	  510
gi|50119092|ref|YP_048259.1|	1_3893	302	302	100	100	302	76.49	  481
gi|50119093|ref|YP_048260.1|	1_3874	315	320	99	99	318	80.19	  517
gi|50119094|ref|YP_048261.1|	1_3873	273	273	100	100	273	82.42	  468
gi|50119095|ref|YP_048262.1|	1_3872	360	351	96	99	347	85.01	  578
gi|50119096|ref|YP_048263.1|	1_3871	299	300	100	100	300	87.00	  498
gi|50119097|ref|YP_048264.1|	1_3870	306	306	100	100	306	89.22	  534
gi|50119098|ref|YP_048265.1|	1_3869	513	518	100	100	518	85.52	  887
gi|50119099|ref|YP_048266.1|	1_3868	619	640	97	95	599	85.90	 1071
gi|50119100|ref|YP_048267.1|	1_3867	322	321	99	100	321	70.09	  443
gi|50119101|ref|YP_048268.1|	1_3863	238	238	100	100	238	91.60	  434
gi|50119102|ref|YP_048269.1|	1_3862	213	213	100	100	213	87.79	  392
gi|50119103|ref|YP_048270.1|	1_3861	198	198	99	99	197	92.89	  350
gi|50119104|ref|YP_048271.1|	1_3860	152	152	99	99	151	90.73	  281
gi|50119105|ref|YP_048272.1|	1_3859	425	418	97	99	418	78.47	  639
gi|50119106|ref|YP_048273.1|	1_3858	221	221	100	100	221	77.83	  357
gi|50119107|ref|YP_048274.1|	1_3857	78	78	100	100	78	94.87	  156
gi|50119108|ref|YP_048275.1|	1_3856	55	55	100	100	55	98.18	  110
gi|50119109|ref|YP_048276.1|	1_3855	269	269	99	99	268	80.97	  450
gi|50119111|ref|YP_048278.1|	1_3854	159	159	99	99	158	81.65	  273
gi|50119112|ref|YP_048279.1|	1_3852	425	427	100	99	425	75.29	  677
gi|50119114|ref|YP_048281.1|	1_3853	255	263	98	94	251	66.53	  352
gi|50119120|ref|YP_048287.1|	1_3848	372	372	85	86	331	26.59	  102
gi|50119121|ref|YP_048288.1|	1_3847	356	361	96	97	355	32.11	  175
gi|50119124|ref|YP_048291.1|	1_3846	327	323	91	92	296	82.43	  495
gi|50119125|ref|YP_048292.1|	1_3845	355	350	97	98	343	82.51	  580
gi|50119126|ref|YP_048293.1|	1_3844	310	310	99	99	308	91.23	  593
gi|50119127|ref|YP_048294.1|	1_3843	398	398	99	99	397	78.34	  639
gi|50119128|ref|YP_048295.1|	1_3842	361	341	94	100	341	82.11	  597
gi|50119129|ref|YP_048296.1|	1_3841	315	309	90	93	290	71.72	  417
gi|50119130|ref|YP_048297.1|	1_3840	433	424	94	96	409	78.73	  542
gi|50119131|ref|YP_048298.1|	1_3839	143	143	100	100	143	84.62	  254
gi|50119132|ref|YP_048299.1|	1_3838	158	179	100	87	158	87.34	  285
gi|50119133|ref|YP_048300.1|	1_3837	339	339	100	100	339	90.27	  634
gi|50119134|ref|YP_048301.1|	1_3836	273	273	100	100	273	90.11	  508
gi|50119135|ref|YP_048302.1|	1_3835	217	195	81	81	158	76.14	  287
gi|50119136|ref|YP_048303.1|	1_3875	159	159	100	100	159	59.75	  199
gi|50119137|ref|YP_048304.1|	1_3876	238	234	96	99	235	42.98	  197
gi|50119139|ref|YP_048306.1|	1_3834	299	299	100	100	299	77.26	  481
gi|50119140|ref|YP_048307.1|	1_3833	311	312	99	98	307	90.88	  573
gi|50119141|ref|YP_048308.1|	1_3832	754	756	99	99	751	90.68	 1394
gi|50119143|ref|YP_048310.1|	1_676	553	561	100	100	565	63.01	  664
gi|50119144|ref|YP_048311.1|	1_3831	275	275	100	100	275	73.09	  434
gi|50119145|ref|YP_048312.1|	1_3830	256	253	98	99	252	84.13	  441
gi|50119146|ref|YP_048313.1|	1_3829	260	260	100	100	260	69.62	  384
gi|50119147|ref|YP_048314.1|	1_3826	879	866	99	100	866	88.57	 1555
gi|50119151|ref|YP_048318.1|	1_3818	383	383	100	100	383	86.95	  687
gi|50119152|ref|YP_048319.1|	1_3817	334	334	100	100	334	88.92	  619
gi|50119153|ref|YP_048320.1|	1_3816	257	257	100	100	257	90.66	  460
gi|50119154|ref|YP_048321.1|	1_3815	457	457	100	100	457	91.03	  844
gi|50119155|ref|YP_048322.1|	1_3814	509	513	94	94	481	79.42	  723
gi|50119156|ref|YP_048323.1|	1_3813	251	265	100	95	251	86.06	  460
gi|50119157|ref|YP_048324.1|	1_3812	207	202	99	99	205	65.37	  265
gi|50119158|ref|YP_048325.1|	1_3811	546	545	100	100	546	86.63	  951
gi|50119159|ref|YP_048326.1|	1_3810	86	84	100	100	86	75.58	  126
gi|50119160|ref|YP_048327.1|	1_3809	197	190	71	100	141	54.11	  179
gi|50119161|ref|YP_048328.1|	1_3808	251	255	99	97	248	89.92	  432
gi|50119162|ref|YP_048329.1|	1_3807	260	264	99	98	258	74.81	  411
gi|50119163|ref|YP_048330.1|	1_3806	340	340	100	100	340	86.47	  608
gi|50119164|ref|YP_048331.1|	1_3805	162	162	100	100	162	81.48	  277
gi|50119165|ref|YP_048332.1|	1_3804	498	498	99	99	493	90.06	  929
gi|50119166|ref|YP_048333.1|	1_3803	233	233	100	100	233	79.83	  395
gi|50119167|ref|YP_048334.1|	1_3800	387	387	99	99	386	83.42	  670
gi|50119168|ref|YP_048335.1|	1_3799	729	729	100	100	729	71.33	 1079
gi|50119169|ref|YP_048336.1|	1_3798	443	443	100	100	443	78.10	  749
gi|50119170|ref|YP_048337.1|	1_3797	203	204	99	99	202	67.33	  291
gi|50119171|ref|YP_048338.1|	1_3796	483	483	100	100	483	90.27	  845
gi|50119172|ref|YP_048339.1|	1_3795	179	179	99	99	177	80.79	  312
gi|50119173|ref|YP_048340.1|	1_3794	345	345	100	100	345	64.06	  466
gi|50119174|ref|YP_048341.1|	1_3793	319	319	99	99	318	75.16	  499
gi|50119175|ref|YP_048342.1|	1_3792	316	316	100	100	316	88.92	  591
gi|50119177|ref|YP_048344.1|	1_3788	127	127	100	100	127	91.34	  229
gi|50119178|ref|YP_048345.1|	1_3787	181	181	100	100	181	97.79	  360
gi|50119179|ref|YP_048346.1|	1_3786	142	142	100	100	142	91.55	  264
gi|50119180|ref|YP_048347.1|	1_3785	234	234	100	100	234	94.44	  421
gi|50119181|ref|YP_048348.1|	1_3784	165	165	100	100	165	96.97	  320
gi|50119182|ref|YP_048349.1|	1_3783	121	121	100	100	121	92.56	  179
gi|50119183|ref|YP_048350.1|	1_3782	1342	1342	100	100	1342	95.53	 2642
gi|50119184|ref|YP_048351.1|	1_3781	1407	1407	100	100	1407	94.17	 2681
gi|50119185|ref|YP_048352.1|	1_4002	465	447	88	94	414	43.74	  328
gi|50119186|ref|YP_048353.1|	1_3778	63	63	95	89	60	38.33	38.5
gi|50119187|ref|YP_048354.1|	1_3776	478	476	99	99	473	61.73	  618
gi|50119188|ref|YP_048355.1|	1_3775	373	381	99	97	369	85.91	  672
gi|50119189|ref|YP_048356.1|	1_3774	261	259	97	98	254	84.65	  442
gi|50119190|ref|YP_048357.1|	1_3773	66	66	100	100	66	69.70	94.4
gi|50119191|ref|YP_048358.1|	1_3772	259	249	96	99	248	73.79	  352
gi|50119192|ref|YP_048359.1|	1_3771	213	211	97	98	207	81.16	  332
gi|50119193|ref|YP_048360.1|	1_3770	664	655	98	99	654	88.53	 1231
gi|50119194|ref|YP_048361.1|	1_3769	153	149	100	100	153	56.21	  154
gi|50119195|ref|YP_048362.1|	1_3768	260	257	97	98	253	79.45	  429
gi|50119196|ref|YP_048363.1|	1_3767	354	357	99	99	353	91.78	  681
gi|50119197|ref|YP_048364.1|	1_3764	196	196	100	100	196	86.73	  367
gi|50119198|ref|YP_048365.1|	1_3763	90	90	100	100	90	98.89	  178
gi|50119199|ref|YP_048366.1|	1_3762	228	236	99	98	231	56.28	  256
gi|50119200|ref|YP_048367.1|	1_3761	428	429	99	99	427	84.78	  758
gi|50119201|ref|YP_048368.1|	1_3760	529	529	100	100	529	90.74	 1003
gi|50119202|ref|YP_048369.1|	1_3759	253	253	100	100	253	92.09	  496
gi|50119203|ref|YP_048370.1|	1_3758	364	362	99	100	362	82.04	  595
gi|50119204|ref|YP_048371.1|	1_3757	392	392	100	100	392	80.36	  610
gi|50119205|ref|YP_048372.1|	1_3756	341	343	100	99	341	90.62	  660
gi|50119206|ref|YP_048373.1|	1_3755	221	221	100	100	221	87.33	  390
gi|50119207|ref|YP_048374.1|	1_3754	255	256	100	100	256	84.38	  441
gi|50119208|ref|YP_048375.1|	1_3136	132	131	91	92	120	52.50	  139
gi|50119209|ref|YP_048376.1|	1_1254	136	170	100	80	136	80.15	  232
gi|50119210|ref|YP_048377.1|	1_1255	352	395	100	89	352	86.08	  613
gi|50119211|ref|YP_048378.1|	1_3753	392	380	97	100	381	70.60	  560
gi|50119213|ref|YP_048380.1|	1_1816	156	125	42	53	66	42.42	61.6
gi|50119215|ref|YP_048382.1|	1_3746	98	98	100	100	98	98.98	  197
gi|50119216|ref|YP_048383.1|	1_3745	321	321	100	100	321	92.52	  623
gi|50119218|ref|YP_048385.1|	1_3744	295	295	99	99	292	88.36	  537
gi|50119219|ref|YP_048386.1|	1_3743	483	483	98	100	473	84.68	  760
gi|50119220|ref|YP_048387.1|	1_3741	447	447	100	100	447	94.63	  832
gi|50119221|ref|YP_048388.1|	1_3740	155	155	100	100	156	83.97	  228
gi|50119222|ref|YP_048389.1|	1_3739	150	150	100	100	150	88.00	  243
gi|50119223|ref|YP_048390.1|	1_3738	199	199	100	100	199	74.87	  257
gi|50119224|ref|YP_048391.1|	1_3737	333	333	100	100	333	82.28	  577
gi|50119225|ref|YP_048392.1|	1_3736	325	328	99	99	324	76.85	  496
gi|50119226|ref|YP_048393.1|	1_3735	645	648	99	99	645	69.92	  939
gi|50119227|ref|YP_048394.1|	1_3734	347	347	100	100	347	96.83	  674
gi|50119228|ref|YP_048395.1|	1_3733	327	383	97	87	317	83.13	  499
gi|50119229|ref|YP_048396.1|	1_3732	162	162	100	100	162	90.12	  275
gi|50119230|ref|YP_048397.1|	1_3731	197	197	99	99	196	70.41	  254
gi|50119231|ref|YP_048398.1|	1_3730	489	489	100	100	489	92.64	  925
gi|50119232|ref|YP_048399.1|	1_3729	1276	1284	99	99	1272	65.25	 1756
gi|50119233|ref|YP_048400.1|	1_3728	481	481	100	100	481	88.57	  851
gi|50119236|ref|YP_048403.1|	1_3727	311	314	97	99	303	85.85	  565
gi|50119237|ref|YP_048404.1|	1_3726	67	67	100	100	67	80.60	  107
gi|50119238|ref|YP_048405.1|	1_3725	321	315	95	97	305	75.74	  457
gi|50119239|ref|YP_048406.1|	1_3724	662	649	98	100	651	69.43	  887
gi|50119241|ref|YP_048408.1|	1_3721	183	182	99	99	181	83.43	  293
gi|50119242|ref|YP_048409.1|	1_3720	446	446	99	99	445	87.64	  795
gi|50119243|ref|YP_048410.1|	1_3719	136	136	100	100	136	77.94	  220
gi|50119244|ref|YP_048411.1|	1_3718	90	90	100	100	90	90.00	  163
gi|50119245|ref|YP_048412.1|	1_3717	285	284	99	99	283	94.70	  558
gi|50119246|ref|YP_048413.1|	1_3716	157	156	96	97	151	88.08	  277
gi|50119247|ref|YP_048414.1|	1_3715	95	95	100	100	95	85.26	  169
gi|50119248|ref|YP_048415.1|	1_3714	477	477	100	100	477	88.68	  870
gi|50119249|ref|YP_048416.1|	1_3713	241	241	100	100	241	93.36	  457
gi|50119250|ref|YP_048417.1|	1_3712	190	189	91	93	175	73.71	  268
gi|50119251|ref|YP_048418.1|	1_3711	188	189	99	98	186	68.28	  244
gi|50119252|ref|YP_048419.1|	1_3710	188	188	100	100	188	80.32	  315
gi|50119253|ref|YP_048420.1|	1_3709	357	328	91	99	324	86.42	  573
gi|50119254|ref|YP_048421.1|	1_3708	322	320	99	100	321	78.19	  461
gi|50119255|ref|YP_048422.1|	1_3707	270	269	99	99	269	85.87	  452
gi|50119256|ref|YP_048423.1|	1_3706	260	260	100	100	260	89.62	  464
gi|50119257|ref|YP_048424.1|	1_3705	188	214	88	88	165	77.78	  296
gi|50119258|ref|YP_048425.1|	1_3704	209	217	99	99	215	79.07	  352
gi|50119259|ref|YP_048426.1|	1_3703	96	97	99	99	96	60.42	  113
gi|50119260|ref|YP_048427.1|	1_3702	84	84	100	100	84	88.10	  159
gi|50119261|ref|YP_048428.1|	1_3701	420	420	100	100	420	92.38	  793
gi|50119262|ref|YP_048429.1|	1_3700	365	354	99	99	364	63.74	  457
gi|50119263|ref|YP_048430.1|	1_3699	456	456	100	100	456	87.72	  790
gi|50119264|ref|YP_048431.1|	1_3698	134	134	100	100	134	85.07	  239
gi|50119265|ref|YP_048432.1|	1_3697	383	376	98	98	370	80.27	  619
gi|50119266|ref|YP_048433.1|	1_3696	142	142	100	100	142	95.07	  282
gi|50119267|ref|YP_048434.1|	1_3695	130	130	100	100	130	96.92	  254
gi|50119268|ref|YP_048435.1|	1_3694	213	213	100	100	213	92.02	  406
gi|50119269|ref|YP_048436.1|	1_3693	167	167	84	100	142	76.79	  219
gi|50119270|ref|YP_048437.1|	1_956	257	257	100	100	257	82.49	  418
gi|50119271|ref|YP_048438.1|	1_3692	472	472	100	100	472	90.25	  896
gi|161501884|ref|YP_048439.2|	1_3691	1486	1486	100	100	1486	91.12	 2840
gi|50119273|ref|YP_048440.1|	1_3690	309	314	99	97	306	82.68	  540
gi|50119274|ref|YP_048441.1|	1_3689	789	779	99	100	788	85.41	 1347
gi|50119276|ref|YP_048443.1|	1_3688	217	217	100	100	217	73.73	  340
gi|50119277|ref|YP_048444.1|	1_3687	245	249	99	98	243	67.90	  331
gi|50119278|ref|YP_048445.1|	1_3686	430	434	99	98	430	58.37	  515
gi|50119279|ref|YP_048446.1|	1_3685	190	191	99	99	190	81.58	  300
gi|50119280|ref|YP_048447.1|	1_3684	196	196	100	100	196	95.92	  387
gi|50119281|ref|YP_048448.1|	1_3683	80	78	94	96	75	72.00	  115
gi|50119282|ref|YP_048449.1|	1_3682	672	682	99	99	686	62.24	  824
gi|50119283|ref|YP_048450.1|	1_3681	295	295	100	100	295	85.76	  499
gi|50119286|ref|YP_048453.1|	1_3679	261	262	99	99	261	77.39	  434
gi|50119287|ref|YP_048454.1|	1_3678	386	386	100	100	386	77.98	  635
gi|50119288|ref|YP_048455.1|	1_3677	224	254	98	81	211	60.00	  241
gi|161501883|ref|YP_048456.2|	1_3676	464	509	99	91	464	78.02	  706
gi|50119290|ref|YP_048457.1|	1_3675	210	211	99	99	209	86.60	  367
gi|50119291|ref|YP_048458.1|	1_3674	144	140	97	99	139	80.58	  240
gi|50119292|ref|YP_048459.1|	1_3673	275	275	100	100	275	81.09	  443
gi|50119293|ref|YP_048460.1|	1_3672	193	193	100	100	193	81.87	  338
gi|50119294|ref|YP_048461.1|	1_3671	631	631	100	100	631	92.23	 1213
gi|50119295|ref|YP_048462.1|	1_3670	298	298	100	100	298	68.46	  416
gi|50119296|ref|YP_048463.1|	1_3669	193	193	100	100	193	75.65	  318
gi|50119304|ref|YP_048471.1|	1_3668	756	758	100	100	758	84.96	 1338
gi|50119305|ref|YP_048472.1|	1_3667	245	245	100	100	245	77.96	  405
gi|50119306|ref|YP_048473.1|	1_3666	471	470	99	99	471	78.77	  778
gi|50119307|ref|YP_048474.1|	1_2614	245	239	90	94	238	32.77	82.8
gi|50119308|ref|YP_048475.1|	1_3665	275	281	99	97	273	76.19	  453
gi|50119309|ref|YP_048476.1|	1_3664	387	387	100	100	387	82.43	  640
gi|50119311|ref|YP_048478.1|	1_3663	321	304	94	99	302	64.57	  400
gi|50119312|ref|YP_048479.1|	1_3662	219	219	100	100	219	83.11	  368
gi|50119313|ref|YP_048480.1|	1_3661	396	397	99	99	394	81.47	  693
gi|50119317|ref|YP_048484.1|	1_3660	304	317	97	91	297	70.72	  404
gi|50119318|ref|YP_048485.1|	1_3659	141	139	96	98	136	77.21	  227
gi|50119319|ref|YP_048486.1|	1_3658	339	339	100	100	339	83.48	  603
gi|50119320|ref|YP_048487.1|	1_3657	469	470	100	100	470	75.74	  768
gi|50119321|ref|YP_048488.1|	1_3656	456	456	99	99	455	89.45	  780
gi|50119322|ref|YP_048489.1|	1_3655	511	538	100	99	540	75.37	  789
gi|50119323|ref|YP_048490.1|	1_3654	311	307	97	99	303	70.63	  436
gi|50119327|ref|YP_048494.1|	1_2113	152	162	95	95	155	36.13	89.4
gi|50119328|ref|YP_048495.1|	1_268	450	456	53	63	294	24.41	41.6
gi|50119330|ref|YP_048497.1|	1_3188	148	186	95	76	141	29.79	71.2
gi|50119331|ref|YP_048498.1|	1_3649	164	150	87	95	143	66.43	  211
gi|50119332|ref|YP_048499.1|	1_666	217	209	80	93	179	38.07	  108
gi|50119333|ref|YP_048500.1|	1_3648	154	154	100	100	154	76.62	  251
gi|50119334|ref|YP_048501.1|	1_3647	712	712	100	100	712	91.43	 1373
gi|50119339|ref|YP_048506.1|	1_3637	128	128	99	99	127	86.61	  226
gi|50119340|ref|YP_048507.1|	1_3636	154	154	98	98	151	91.39	  285
gi|50119341|ref|YP_048508.1|	1_3635	311	311	100	100	311	90.68	  587
gi|50119342|ref|YP_048509.1|	1_3634	155	155	99	99	154	87.01	  280
gi|50119343|ref|YP_048510.1|	1_3631	335	338	99	99	334	85.93	  619
gi|50119344|ref|YP_048511.1|	1_3630	141	142	84	81	115	89.08	  170
gi|50119345|ref|YP_048512.1|	1_3625	167	167	100	100	167	74.25	  261
gi|50119348|ref|YP_048515.1|	1_3622	359	355	97	98	349	75.64	  557
gi|50119349|ref|YP_048516.1|	1_3621	539	539	96	96	518	79.92	  761
gi|50119360|ref|YP_048527.1|	1_3620	951	951	100	100	951	91.69	 1826
gi|50119361|ref|YP_048528.1|	1_3619	149	149	100	100	149	87.92	  277
gi|50119362|ref|YP_048529.1|	1_3618	503	502	100	100	503	93.64	  963
gi|50119363|ref|YP_048530.1|	1_3617	371	370	100	100	371	75.20	  492
gi|50119364|ref|YP_048531.1|	1_3616	358	356	100	100	358	83.80	  575
gi|50119366|ref|YP_048533.1|	1_3586	85	82	96	100	82	92.68	  155
gi|50119367|ref|YP_048534.1|	1_3585	91	91	100	100	91	86.81	  163
gi|50119371|ref|YP_048538.1|	1_1251	373	373	100	100	373	84.99	  664
gi|50119374|ref|YP_048541.1|	1_2458	372	374	79	90	304	20.29	34.7
gi|50119375|ref|YP_048542.1|	1_2455	332	334	89	95	297	24.45	66.6
gi|50119376|ref|YP_048543.1|	1_2414	473	481	68	68	347	23.34	49.7
gi|50119377|ref|YP_048544.1|	1_3432	479	479	99	99	478	91.00	  889
gi|50119383|ref|YP_048550.1|	1_3546	263	265	98	96	261	63.60	  337
gi|50119385|ref|YP_048552.1|	1_1218	649	646	98	99	637	52.90	  607
gi|50119386|ref|YP_048553.1|	1_3007	903	903	96	94	873	53.49	  930
gi|50119387|ref|YP_048554.1|	1_3509	525	530	99	99	527	71.16	  727
gi|50119388|ref|YP_048555.1|	1_3508	104	104	99	99	103	77.67	  174
gi|50119389|ref|YP_048556.1|	1_3507	274	276	99	99	273	89.38	  518
gi|50119390|ref|YP_048557.1|	1_3506	420	418	99	100	418	86.36	  757
gi|50119391|ref|YP_048558.1|	1_3505	496	490	97	99	483	68.74	  674
gi|50119392|ref|YP_048559.1|	1_3504	279	278	99	100	278	79.50	  424
gi|50119393|ref|YP_048560.1|	1_3503	284	284	97	97	275	79.27	  440
gi|50119395|ref|YP_048562.1|	1_1815	83	73	60	67	50	36.00	37.7
gi|50119396|ref|YP_048563.1|	1_3502	569	566	97	96	550	77.44	  856
gi|50119397|ref|YP_048564.1|	1_3501	288	303	99	100	303	77.56	  400
gi|50119398|ref|YP_048565.1|	1_3500	319	321	100	99	320	82.50	  473
gi|50119399|ref|YP_048566.1|	1_3499	537	542	98	97	526	78.14	  851
gi|50119400|ref|YP_048567.1|	1_3128	204	204	99	99	202	88.12	  370
gi|50119402|ref|YP_048569.1|	1_3147	160	169	97	92	155	83.87	  246
gi|50119405|ref|YP_048572.1|	1_3877	98	101	67	80	83	28.92	26.9
gi|50119408|ref|YP_048575.1|	1_3494	403	403	99	99	399	80.45	  630
gi|50119409|ref|YP_048576.1|	1_3493	392	392	100	100	392	69.64	  559
gi|50119410|ref|YP_048577.1|	1_3492	441	442	99	99	436	81.19	  760
